	entities	intent	text	clean_text	bow	len
123	[{'start': 13, 'end': 22, 'value': 'methadone', 'entity': 'drug'}, {'start': 26, 'end': 32, 'value': '150 mg', 'entity': 'dosing'}, {'start': 33, 'end': 38, 'value': 'a day', 'entity': 'period'}]	drugAddiction	I've been on methadone at 150 mg a day and about 15 mg of xanax	['methadone', '_num_', 'mg', 'day', '_num_', 'mg', 'xanax']	[(1, 1), (27, 2), (242, 2), (254, 1), (270, 1)]	7
124	[{'start': 12, 'end': 19, 'value': '3 grams', 'entity': 'dosing'}, {'start': 20, 'end': 29, 'value': 'per month', 'entity': 'period'}]	drugAddiction	I use about 3 grams per month average	['use', '_num_', 'gram', 'per', 'month', 'average']	[(6, 1), (8, 1), (12, 1), (27, 1), (82, 1), (271, 1)]	6
125	[]	drugAddiction	Now I am totally clean	['totally', 'clean']	[(39, 1), (272, 1)]	2
126	[{'start': 35, 'end': 46, 'value': '3 weeks ago', 'entity': 'time'}]	drugAddiction	Snorted a large amount of Cocaine, 3 weeks ago, for the first (and last) time in my life	['snorted', 'large', 'amount', 'cocaine', '_num_', 'week', 'ago', '_num_', 'last', 'time', 'life']	[(4, 1), (27, 2), (92, 1), (101, 1), (154, 1), (200, 1), (252, 1), (273, 1), (274, 1), (275, 1)]	11
127	[]	drugAddiction	I'm trying to quit after years of snorting	['try', 'quit', 'year', 'snort']	[(14, 1), (26, 1), (253, 1), (276, 1)]	4
128	[{'start': 60, 'end': 66, 'value': 'Darvon', 'entity': 'drug'}, {'start': 72, 'end': 79, 'value': '5 pills', 'entity': 'dosing'}]	drugAddiction	Yesterday I stupidly changed the qty of my prescription for Darvon from 5 pills to 15 pills	['yesterday', 'stupidly', 'change', 'qty', 'prescription', 'darvon', '_num_', 'pill', '_num_', 'pill']	[(27, 2), (277, 1), (278, 1), (279, 2), (280, 1), (281, 1), (282, 1), (283, 1)]	10
129	[{'start': 17, 'end': 21, 'value': 'coke', 'entity': 'drug'}]	drugAddiction	I started to use coke in my early twenties at first on special occasions or parties	['start', 'use', 'coke', 'early', 'twenty', '_num_', 'special', 'occasion', 'party']	[(27, 1), (56, 1), (82, 1), (284, 1), (285, 1), (286, 1), (287, 1), (288, 1), (289, 1)]	9
130	[{'start': 32, 'end': 40, 'value': 'suboxone', 'entity': 'drug'}]	drugAddiction	I have been back and forth with suboxone	['back', 'forth', 'suboxone']	[(38, 1), (257, 1), (290, 1)]	3
131	[{'start': 27, 'end': 37, 'value': 'last night', 'entity': 'time'}, {'start': 44, 'end': 53, 'value': '0.2 grams', 'entity': 'dosing'}]	drugAddiction	I took one line of cocaine last night about 0.2 grams	['take', 'one', 'line', 'cocaine', 'last', 'night', '_num_', 'gram']	[(22, 1), (27, 1), (91, 1), (101, 1), (108, 1), (252, 1), (271, 1), (291, 1)]	8
132	[{'start': 16, 'end': 22, 'value': 'mdma/X', 'entity': 'drug'}, {'start': 42, 'end': 58, 'value': 'a few months ago', 'entity': 'time'}]	drugAddiction	Im 25 and tried mdma/X for the first time a few months ago	['_num_', 'try', 'mdma', 'x', '_num_', 'time', 'month', 'ago']	[(12, 1), (26, 1), (27, 2), (92, 1), (200, 1), (292, 1), (293, 1)]	8
133	[{'start': 21, 'end': 27, 'value': 'heroin', 'entity': 'drug'}]	drugAddiction	I went from pills to heroin	['go', 'pill', 'heroin']	[(11, 1), (279, 1), (294, 1)]	3
134	[{'start': 43, 'end': 52, 'value': 'methadone', 'entity': 'drug'}]	drugAddiction	I have just started a 21 day detox from my methadone clinic	['start', '_num_', 'day', 'detox', 'methadone', 'clinic']	[(1, 1), (27, 1), (56, 1), (251, 1), (254, 1), (295, 1)]	6
135	[{'start': 34, 'end': 37, 'value': 'Sub', 'entity': 'drug'}, {'start': 65, 'end': 69, 'value': '4 mg', 'entity': 'dosing'}]	drugAddiction	My 1 year (so far) , addiction to Sub, after Detox, started with 4 mg	['_num_', 'year', 'far', 'addiction', 'sub', 'detox', 'start', '_num_', 'mg']	[(14, 1), (15, 1), (27, 2), (56, 1), (242, 1), (251, 1), (296, 1), (297, 1)]	9
136	[{'start': 54, 'end': 61, 'value': 'cocaine', 'entity': 'drug'}, {'start': 65, 'end': 80, 'value': 'New years party', 'entity': 'time'}]	drugAddiction	I did the biggest mistake of my life - tried snorting cocaine on New years party	['big', 'mistake', 'life', 'try', 'snort', 'cocaine', 'new', 'year', 'party']	[(14, 1), (26, 1), (154, 1), (245, 1), (252, 1), (253, 1), (287, 1), (298, 1), (299, 1)]	9
137	[{'start': 16, 'end': 24, 'value': 'suboxone', 'entity': 'drug'}, {'start': 25, 'end': 37, 'value': 'for 103 days', 'entity': 'duration'}]	drugAddiction	I have been off suboxone for 103 days, can't believe I was on it for 9 years	['suboxone', '_num_', 'day', 'believe', '_num_', 'year']	[(1, 1), (14, 1), (27, 2), (257, 1), (300, 1)]	6
138	[{'start': 62, 'end': 67, 'value': 'daily', 'entity': 'period'}, {'start': 28, 'end': 32, 'value': 'coke', 'entity': 'drug'}]	drugAddiction	I have been casually taking coke for a while, but it’s become daily	['casually', 'take', 'coke', 'become', 'daily']	[(48, 1), (108, 1), (261, 1), (284, 1), (301, 1)]	5
139	[{'start': 40, 'end': 49, 'value': 'methadone', 'entity': 'drug'}, {'start': 50, 'end': 71, 'value': 'for the last 10 years', 'entity': 'duration'}]	drugAddiction	I'm 50 years old, male and have been on methadone for the last 10 years	['_num_', 'year', 'old', 'male', 'methadone', 'last', '_num_', 'year']	[(14, 2), (27, 2), (29, 1), (101, 1), (254, 1), (302, 1)]	8
140	[{'start': 34, 'end': 52, 'value': 'for about 10 years', 'entity': 'duration'}, {'start': 28, 'end': 33, 'value': 'drugs', 'entity': 'drug'}]	drugAddiction	I am 30 and have been using drugs for about 10 years	['_num_', 'use', 'drug', '_num_', 'year']	[(14, 1), (27, 2), (82, 1), (303, 1)]	5
141	[{'start': 17, 'end': 22, 'value': '10 mg', 'entity': 'dosing'}, {'start': 23, 'end': 34, 'value': 'hydrocodone', 'entity': 'drug'}, {'start': 35, 'end': 50, 'value': 'for 2 years now', 'entity': 'duration'}]	drugAddiction	I've been taking 10 mg hydrocodone for 2 years now	['take', '_num_', 'mg', 'hydrocodone', '_num_', 'year']	[(14, 1), (27, 2), (108, 1), (242, 1), (304, 1)]	6
142	[{'start': 14, 'end': 32, 'value': 'prescription drugs', 'entity': 'drug'}]	drugAddiction	I have abused prescription drugs since my high school days	['abuse', 'prescription', 'drug', 'since', 'high', 'school', 'day']	[(1, 1), (80, 1), (160, 1), (280, 1), (303, 1), (305, 1), (306, 1)]	7
143	[{'start': 19, 'end': 25, 'value': '30 mgs', 'entity': 'dosing'}, {'start': 46, 'end': 54, 'value': 'percocet', 'entity': 'drug'}, {'start': 55, 'end': 60, 'value': 'a day', 'entity': 'period'}, {'start': 61, 'end': 81, 'value': 'for the past 4 weeks', 'entity': 'duration'}]	drugAddiction	I have been taking 30 mgs sometimes 60 mgs of percocet a day for the past 4 weeks	['take', '_num_', 'mg', 'sometimes', '_num_', 'mg', 'percocet', 'day', 'past', '_num_', 'week']	[(1, 1), (4, 1), (27, 3), (30, 1), (108, 1), (136, 1), (242, 2), (307, 1)]	11
144	[{'start': 18, 'end': 23, 'value': 'xanax', 'entity': 'drug'}, {'start': 30, 'end': 40, 'value': 'a year ago', 'entity': 'time'}]	drugAddiction	I was addicted to xanax about a year ago	['addict', 'xanax', 'year', 'ago']	[(14, 1), (200, 1), (270, 1), (308, 1)]	4
145	[{'start': 22, 'end': 29, 'value': 'opiates', 'entity': 'drug'}, {'start': 30, 'end': 53, 'value': 'for approx. 4 years now', 'entity': 'duration'}]	drugAddiction	I have been a user of opiates for approx. 4 years now	['user', 'opiate', 'approx', '_num_', 'year']	[(14, 1), (27, 1), (269, 1), (309, 1), (310, 1)]	5
146	[{'start': 20, 'end': 37, 'value': 'one 5-Hour Energy', 'entity': 'drug'}, {'start': 43, 'end': 52, 'value': 'every day', 'entity': 'period'}]	drugAddiction	I had been drinking one 5-Hour Energy shot every day	['drink', 'one', '_num_hour', 'energy', 'shoot', 'every', 'day']	[(1, 1), (2, 1), (20, 1), (91, 1), (311, 1), (312, 1), (313, 1)]	7
147	[]	drugAddiction	my husband and myself have been snorting pills	['husband', 'snort', 'pill']	[(253, 1), (279, 1), (314, 1)]	3
148	[]	drugAddiction	I am clean 35 days from Suboxone	['clean', '_num_', 'day', 'suboxone']	[(1, 1), (27, 1), (39, 1), (257, 1)]	4
149	[{'start': 17, 'end': 26, 'value': 'coricidin', 'entity': 'drug'}, {'start': 27, 'end': 38, 'value': 'for 9 years', 'entity': 'duration'}]	drugAddiction	i ve been taking coricidin for 9 years	['take', 'coricidin', '_num_', 'year']	[(14, 1), (27, 1), (108, 1), (315, 1)]	4
150	[{'start': 10, 'end': 14, 'value': 'meth', 'entity': 'drug'}]	drugAddiction	I shot up meth	['shoot', 'meth']	[(241, 1), (313, 1)]	2
151	[{'start': 13, 'end': 20, 'value': 'cocaine', 'entity': 'drug'}, {'start': 21, 'end': 31, 'value': 'many times', 'entity': 'time'}]	drugAddiction	I have tried cocaine many times, but only in the last month	['try', 'cocaine', 'many', 'time', 'last', 'month']	[(12, 1), (26, 1), (92, 1), (101, 1), (252, 1), (316, 1)]	6
152	[]	drugAddiction	I've been giving myself straight dopamine for over a year and abruptly stopped	['give', 'straight', 'dopamine', 'year', 'abruptly', 'stop']	[(14, 1), (25, 1), (150, 1), (244, 1), (317, 1), (318, 1)]	6
153	[{'start': 16, 'end': 23, 'value': 'cocaine', 'entity': 'drug'}]	drugAddiction	I've been using cocaine on and off since the age of 17	['use', 'cocaine', 'since', 'age', '_num_']	[(27, 1), (80, 1), (82, 1), (121, 1), (252, 1)]	5
154	[{'start': 0, 'end': 19, 'value': 'For the past 4 days', 'entity': 'duration'}, {'start': 48, 'end': 61, 'value': 'acetaminophen', 'entity': 'drug'}, {'start': 45, 'end': 47, 'value': '20', 'entity': 'dosing'}]	drugAddiction	For the past 4 days, I've taken a totally of 20 acetaminophen pills	['past', '_num_', 'day', 'take', 'totally', '_num_', 'acetaminophen', 'pill']	[(1, 1), (27, 2), (30, 1), (108, 1), (272, 1), (279, 1), (319, 1)]	8
155	[{'start': 38, 'end': 46, 'value': 'tramadol', 'entity': 'drug'}]	drugAddiction	I am in the process of getting off of tramadol	['process', 'get', 'tramadol']	[(51, 1), (247, 1), (256, 1)]	3
156	[{'start': 24, 'end': 31, 'value': 'cocaine', 'entity': 'drug'}, {'start': 32, 'end': 46, 'value': 'since one year', 'entity': 'duration'}]	drugAddiction	I have been addicted to cocaine since one year	['addict', 'cocaine', 'since', 'one', 'year']	[(14, 1), (80, 1), (91, 1), (252, 1), (308, 1)]	5
157	[{'start': 27, 'end': 31, 'value': '90mg', 'entity': 'dosing'}, {'start': 36, 'end': 41, 'value': '120mg', 'entity': 'dosing'}, {'start': 45, 'end': 61, 'value': 'morphine sulfate', 'entity': 'dosing'}, {'start': 68, 'end': 88, 'value': 'for the last 6 years', 'entity': 'duration'}, {'start': 62, 'end': 67, 'value': 'a day', 'entity': 'period'}]	drugAddiction	I have been taking between 90mg and 120mg of morphine sulfate a day for the last 6 years	['take', '_num_', 'mg', '_num_', 'mg', 'morphine', 'sulfate', 'day', 'last', '_num_', 'year']	[(1, 1), (14, 1), (27, 3), (101, 1), (108, 1), (242, 2), (320, 1), (321, 1)]	11
158	[{'start': 19, 'end': 26, 'value': 'cocaine', 'entity': 'drug'}, {'start': 31, 'end': 42, 'value': '3 years ago', 'entity': 'time'}]	drugAddiction	First time I tried cocaine was 3 years ago	['first', 'time', 'try', 'cocaine', '_num_', 'year', 'ago']	[(14, 1), (26, 1), (27, 1), (92, 1), (200, 1), (252, 1), (322, 1)]	7
159	[{'start': 7, 'end': 10, 'value': 'dip', 'entity': 'drug'}, {'start': 17, 'end': 28, 'value': 'a month ago', 'entity': 'time'}]	smoking	I quit dip about a month ago	['quit', 'dip', 'month', 'ago']	[(12, 1), (200, 1), (276, 1), (323, 1)]	4
160	[{'start': 25, 'end': 38, 'value': 'one month ago', 'entity': 'time'}]	smoking	I quit smoking just over one month ago	['quit', 'smoke', 'one', 'month', 'ago']	[(12, 1), (91, 1), (200, 1), (276, 1), (324, 1)]	5
161	[{'start': 8, 'end': 12, 'value': '1 pk', 'entity': 'dosing'}, {'start': 13, 'end': 18, 'value': 'a day', 'entity': 'period'}]	smoking	I was a 1 pk a day smoker	['_num_', 'pk', 'day', 'smoker']	[(1, 1), (27, 1), (325, 1), (326, 1)]	4
162	[{'start': 14, 'end': 24, 'value': '12-15 cigs', 'entity': 'dosing'}, {'start': 26, 'end': 34, 'value': 'in a day', 'entity': 'period'}]	smoking	I smoke about 12-15 cigs. in a day	['smoke', '_num_', '_num_', 'cigs', 'day']	[(1, 1), (27, 2), (324, 1), (327, 1)]	5
163	[{'start': 23, 'end': 34, 'value': 'a year back', 'entity': 'time'}, {'start': 60, 'end': 70, 'value': 'five times', 'entity': 'dosing'}, {'start': 71, 'end': 77, 'value': 'a week', 'entity': 'period'}]	smoking	I have started smoking a year back and I was smoking nearly five times a week	['start', 'smoke', 'year', 'back', 'smoke', 'nearly', 'five', 'time', 'week']	[(4, 1), (14, 1), (38, 1), (56, 1), (92, 1), (262, 1), (324, 2), (328, 1)]	9
164	[{'start': 30, 'end': 38, 'value': 'everyday', 'entity': 'period'}, {'start': 16, 'end': 29, 'value': '23 cigarettes', 'entity': 'dosing'}]	smoking	i used to smoke 23 cigarettes everyday but im on track to cut down	['use', 'smoke', '_num_', 'cigarette', 'everyday', 'track', 'cut']	[(27, 1), (82, 1), (131, 1), (324, 1), (329, 1), (330, 1), (331, 1)]	7
165	[]	smoking	Have been using the vuse to stop smoking cigarettes	['use', 'vuse', 'stop', 'smoke', 'cigarette']	[(25, 1), (82, 1), (324, 1), (329, 1), (332, 1)]	5
166	[{'start': 14, 'end': 21, 'value': '2 packs', 'entity': 'dosing'}, {'start': 22, 'end': 27, 'value': 'a day', 'entity': 'period'}]	smoking	I was smoking 2 packs a day, until 6 days ago	['smoke', '_num_', 'pack', 'day', '_num_', 'day', 'ago']	[(1, 2), (23, 1), (27, 2), (200, 1), (324, 1)]	7
167	[{'start': 37, 'end': 44, 'value': '5 ciggs', 'entity': 'dosing'}, {'start': 45, 'end': 50, 'value': 'a day', 'entity': 'period'}]	smoking	i smoked for about 2 years, at about 5 ciggs a day	['smoke', '_num_', 'year', '_num_', 'ciggs', 'day']	[(1, 1), (14, 1), (27, 2), (324, 1), (333, 1)]	6
168	[]	smoking	If I go more than 6-8 hrs without a cigarette I start to get jittery	['go', 'much', '_num_', '_num_', 'hr', 'without', 'cigarette', 'start', 'get', 'jittery']	[(11, 1), (13, 1), (27, 2), (34, 1), (51, 1), (56, 1), (329, 1), (334, 1), (335, 1)]	10
169	[]	smoking	I am 39 years old and was a light smoker most of the time	['_num_', 'year', 'old', 'light', 'smoker', 'much', 'time']	[(14, 1), (27, 1), (29, 1), (34, 1), (92, 1), (326, 1), (336, 1)]	7
170	[]	smoking	I'm a 33 old male who just quit smoking after about 15 years at about a pack a day max	['_num_', 'old', 'male', 'quit', 'smoke', '_num_', 'year', 'pack', 'day', 'max']	[(1, 1), (14, 1), (23, 1), (27, 2), (29, 1), (276, 1), (302, 1), (324, 1), (337, 1)]	10
171	[]	smoking	Ive started smoke less	['start', 'smoke', 'little']	[(3, 1), (56, 1), (324, 1)]	3
172	[]	smoking	I am suppose to be nicotine free for 2-3 months	['suppose', 'nicotine', 'free', '_num_', '_num_', 'month']	[(12, 1), (27, 2), (338, 1), (339, 1), (340, 1)]	6
173	[]	smoking	I smoke maybe ten to twenty cigarettes a day and have been smoking for about 3 years now	['smoke', 'maybe', 'ten', 'twenty', 'cigarette', 'day', 'smoke', '_num_', 'year']	[(1, 1), (14, 1), (27, 1), (86, 1), (289, 1), (324, 2), (329, 1), (341, 1)]	9
174	[]	smoking	I smoke just 1 Cigarette a day , not more than that	['smoke', '_num_', 'cigarette', 'day', 'much']	[(1, 1), (27, 1), (34, 1), (324, 1), (329, 1)]	5
175	[]	smoking	I've been chewing Nicorette for about ten years	['chew', 'nicorette', 'ten', 'year']	[(14, 1), (86, 1), (342, 1), (343, 1)]	4
176	[]	smoking	I have had personal challenges with addiction	['personal', 'challenge', 'addiction']	[(15, 1), (344, 1), (345, 1)]	3
177	[{'start': 0, 'end': 9, 'value': 'Last week', 'entity': 'time'}, {'start': 18, 'end': 28, 'value': 'a lot more', 'entity': 'dosing'}]	smoking	Last week I smoke a lot more that what I'm usually used to	['last', 'week', 'smoke', 'lot', 'much', 'usually', 'use']	[(4, 1), (34, 1), (82, 1), (101, 1), (148, 1), (158, 1), (324, 1)]	7
178	[{'start': 34, 'end': 49, 'value': 'for a few years', 'entity': 'duration'}]	smoking	I was a heavy smoker at one point for a few years	['heavy', 'smoker', 'one', 'point', 'year']	[(14, 1), (68, 1), (91, 1), (112, 1), (326, 1)]	5
179	[{'start': 43, 'end': 49, 'value': '1 Pack', 'entity': 'dosing'}, {'start': 50, 'end': 55, 'value': 'a day', 'entity': 'period'}]	smoking	I recently quite smoking after 10-years of 1 Pack a day use	['recently', 'quite', 'smoke', '_num_years', '_num_', 'pack', 'day', 'use']	[(1, 1), (23, 1), (27, 1), (55, 1), (82, 1), (324, 1), (346, 1), (347, 1)]	8
180	[{'start': 27, 'end': 39, 'value': 'all the time', 'entity': 'period'}]	smoking	i'm 16 and i smoke but not all the time	['_num_', 'smoke', 'time']	[(27, 1), (92, 1), (324, 1)]	3
181	[]	smoking	I think my smoking is getting out of hand	['think', 'smoke', 'get', 'hand']	[(51, 1), (65, 1), (324, 1), (348, 1)]	4
182	[{'start': 23, 'end': 33, 'value': 'for 4 days', 'entity': 'duration'}]	smoking	Just been on the patch for 4 days	['patch', '_num_', 'day']	[(1, 1), (27, 1), (349, 1)]	3
183	[{'start': 26, 'end': 35, 'value': 'the patch', 'entity': 'drug'}]	treatment	Not to long ago i started the patch to help me quit smoking cigarette	['long', 'ago', 'start', 'patch', 'help', 'quit', 'smoke', 'cigarette']	[(56, 1), (69, 1), (200, 1), (255, 1), (276, 1), (324, 1), (329, 1), (349, 1)]	8
184	[{'start': 23, 'end': 42, 'value': 'since last ten days', 'entity': 'duration'}]	smoking	I have stopped smoking since last ten days	['stop', 'smoke', 'since', 'last', 'ten', 'day']	[(1, 1), (25, 1), (80, 1), (86, 1), (101, 1), (324, 1)]	6
185	[{'start': 15, 'end': 34, 'value': 'on January 10, 2016', 'entity': 'time'}]	smoking	I quit smoking on January 10, 2016	['quit', 'smoke', 'january', '_num_', '_num_']	[(27, 2), (276, 1), (324, 1), (350, 1)]	5
186	[]	smoking	I really do love smoking	['really', 'love', 'smoke']	[(144, 1), (191, 1), (324, 1)]	3
187	[{'start': 25, 'end': 36, 'value': 'for 32 days', 'entity': 'duration'}, {'start': 47, 'end': 58, 'value': 'the patches', 'entity': 'drug'}]	treatment	I’ve not had a cigarette for 32 days, I was on the patches	['cigarette', '_num_', 'day', 'patch']	[(1, 1), (27, 1), (329, 1), (349, 1)]	4
188	[]	smoking	I chew between nine and eleven pieces of the 2mg a day	['chew', 'nine', 'eleven', 'piece', '_num_', 'mg', 'day']	[(1, 1), (27, 1), (118, 1), (127, 1), (242, 1), (342, 1), (351, 1)]	7
189	[]	smoking	I am on my second day of giving up smoking	['_num_', 'day', 'give', 'smoke']	[(1, 1), (27, 1), (244, 1), (324, 1)]	4
190	[]	smoking	I can't quit smoking no matter how hard I try	['quit', 'smoke', 'matt', 'hard', 'try']	[(26, 1), (168, 1), (276, 1), (324, 1), (352, 1)]	5
191	[]	smoking	I had my first cigarette when I was only 9 years old	['_num_', 'cigarette', '_num_', 'year', 'old']	[(14, 1), (27, 2), (29, 1), (329, 1)]	5
192	[{'start': 21, 'end': 27, 'value': 'a pack', 'entity': 'dosing'}, {'start': 28, 'end': 33, 'value': 'a day', 'entity': 'period'}]	smoking	I was smoking almost a pack a day	['smoke', 'almost', 'pack', 'day']	[(1, 1), (23, 1), (94, 1), (324, 1)]	4
193	[{'start': 0, 'end': 11, 'value': 'Last summer', 'entity': 'time'}, {'start': 55, 'end': 60, 'value': 'a lot', 'entity': 'dosing'}]	smoking	Last summer I started drinking and smoking cigaretttes a lot	['last', 'summer', 'start', 'drink', 'smoke', 'cigaretttes', 'lot']	[(2, 1), (56, 1), (101, 1), (158, 1), (324, 1), (353, 1), (354, 1)]	7
194	[{'start': 62, 'end': 76, 'value': 'for a year now', 'entity': 'duration'}]	smoking	I am in my mid 20's, and have been struggling to quit smoking for a year now	['mid', '_num_', 'struggle', 'quit', 'smoke', 'year']	[(14, 1), (27, 1), (155, 1), (193, 1), (276, 1), (324, 1)]	6
195	[]	smoking	I am so addicted to it that i look for excuses to be alone so that i can smoke	['addict', 'look', 'excuse', 'alone', 'smoke']	[(308, 1), (324, 1), (355, 1), (356, 1), (357, 1)]	5
